username,date,comment,Sentiment Score,Sentiment
@ohotnitza,2023-06-19T19:46:56Z,It's an interesting idea. I'm more concerned about how individuals and small groups are using these companies to spread misinformation that is destroying politics and economies around the world than about the tech companies themselves.,-0.4939,Negative
@Hanneled,2023-06-19T19:45:16Z,US Propaganda.,-0.25,Negative
@Gecmajster123456,2023-06-19T19:44:37Z,BS,0.0,Neutral
@stationary.universe.initiative,2023-06-19T19:44:21Z,what a nonsense,-0.4019,Negative
@unreliablenarrator6649,2023-06-19T19:43:40Z,"Let's get a few facts here:
1. The USA has 750+ foreign military bases (including more than 100 in East Asia). China has 2. 
2. The USA is the only country to ever use nuclear weapons. Twice. In Asia. China is the only nuclear armed country with an unconditional first use doctrine. The USA, in contrast, has a nuclear first-use doctrine.
3. China, and to a lesser extent, the EU, are leading on regulating technology companies. The US reaction to this is ""authoritarianism"" even as American legislators debate some of the same constraints. Clearly the world needs such regulation & USA will not dictate the terms as thus ultimately is national law.
4. US Dollar hegemony has been the most powerful economic tool of US hegemony. This will not last because its is not in the interest of nations trading and because the increasing risks associated with the reckless & overuse of economic sanctions, underlined by the negative knock-down effect of sanctions against Russian on other nations.  US dollar hegemony is eroding, an economic risk for the USA,",-0.8476,Negative
@toddmonka275,2023-06-19T19:42:57Z,"The next global superpower will be God's Kingdom with Jesus Christ as King. ALL manmade governments will be removed. Daniel 2:44, Matthew 6:10",0.0,Neutral
@johnnyblue1101,2023-06-19T19:42:50Z,Not sure why Bremmer and Peter Zeihan keep pushing this narrative that Washington (and it’s paymasters)  no longer want to control the globe —- entirely; Not only is that a stretch it’s malarkey. The players may be changing at the top (see Big Tech) but they still intend to dominate every inch of the globe and control the global order,-0.314,Negative
@mazzerattimike8695,2023-06-19T19:42:19Z,Am scareded 😢,0.0,Neutral
@oleggoldberg5206,2023-06-19T19:32:49Z,I think the term Super Power is  pretty stupid generally.,0.5719,Positive
@wardibald,2023-06-19T19:30:19Z,"While I strongly agree to most of this, technology remains a tool to be used or abused, just like it always has been.  It's right wing extremism that's destroying the world, just like it has done that a couple of times before.
The people with the first hand experience on that are dying out and that's not helping.",0.461,Positive
@unreliablenarrator6649,2023-06-19T19:30:11Z,"One problems if the ""Rules"" and ""Norms"" the US loves to tout, are often not written ""rules"" or are rules the US like to apply to others and not themselves. For example, the USA loves to invoke NOAA (rules of the sea) but is not a signatory of this law, thus, has not standing to do so.",0.5187,Positive
@osuk1,2023-06-19T19:26:43Z,"Whoever will control the middle east power, will dominate in the near future n that won't be the US with our ESG policies n war against fossil fuel. Israel will find themselves at the center of this power struggle while betrayed by the US just before Armageddon.",-0.8934,Negative
@jaysonp9426,2023-06-19T19:25:52Z,I trust weathermen more than economists...at least we gets the digital aspect,0.5106,Positive
@henrytaverner1803,2023-06-19T19:24:39Z,When he means leaderless he meant the western white world order,0.0,Neutral
@dandyjesus,2023-06-19T19:24:01Z,"Bremmer totally left out China's engagement in Africa, it's not just confined to Asia.",0.4588,Positive
@osuk1,2023-06-19T19:18:10Z,The deep state has always wanted absolute power clearly demonstrated by our military spending n the many wars n coup around the world.  The world has always had a leader in the shadows here in the US except now the selected public representative Biden is dead on arrival.,-0.7351,Negative
@ricardocantu3831,2023-06-19T19:15:52Z,They have a lot of power but thay all respond to goverment not the other way arround because like facebook once they sbject themselves to the Israeli globalist agenda they lose market and need goverment funding,-0.0772,Negative
@opeterify,2023-06-19T19:15:52Z,How can you say that with a strait face: America decided he doesn’t want to be A sole superpower?,0.0772,Positive
@brucelee1067,2023-06-19T19:11:56Z,"Let me translate this for those that don’t understand what this great man just said, erase all your data and your social media and use the technology the way was intended to be used.",0.7073,Positive
@Eliastion,2023-06-19T19:09:23Z,Of course they are ok with it. It makes money.,0.296,Positive
@johntan4718,2023-06-19T19:07:38Z,Neoliberal capitalism is grotesquely outdated. What's coming is worse. Techno feudalism. Time to really really learn about a Resource Based Economy as proposed by The Venus Project,-0.6124,Negative
@1World1Humanity,2023-06-19T19:03:58Z,The rules that the US used were rules of the jungle...LOL,0.0,Neutral
@MI-rm1kz,2023-06-19T19:03:15Z,"""...The US increasingly didnt want to be the world's policeman, or the architect of global trade, or even the cheerleader for global values..."" said without even a hint of irony! Amazing!",0.7061,Positive
@mdjx6838,2023-06-19T19:01:18Z,"This guy contradicted himself about 10 times.  The US can't be the most powerful military today if they can't use it to get what they want, so what is he saying there?  BRICS means in real time that US military power has been neutralized.  Why do he think the US is sanactioning everyone?   B/c all they have left is economic power and that's in decline.",0.3513,Positive
@googleaccount1658,2023-06-19T19:01:17Z,God this guy is loud and self-important,0.2732,Positive
@pollorosado,2023-06-19T18:58:56Z,omg.. what a woke dude. horrible,-0.5423,Negative
@johnmaguire2185,2023-06-19T18:51:37Z,At least Trump can speak better than Biden. As the two choices for the US. The US isn’t going to be a superpower for long.,0.4404,Positive
@staygolden9264,2023-06-19T18:50:49Z,Propaganda. Excuse to Censor Internet and Regulate and Surveleince the final free frontier of earth. There was never two powers. or Three ...JUST ONE. ALL ALONG. RUSSIA THE OTHER SUPER POWER BEFORE IT COLLAPSED? LOL SAIS WHO? RUSSIA WOULD BE SPEAKING GERMAN IF IT WASNT FOR US...JUST LIKE FRANCE.....WITH THAT FACCCTTT I CAN NAME 300 OTHER COUNTRIES THAT ARE IN FRONT OF RUSSIA AND FRANCE IN POWER....THAT IS...IF FACTS AND HISTORY MATTER...JUST BECAUSE WE COULDNT CONTROL RUSSIA...DOESNT MAKE IT A SUPERPOWER. ON TOP OF ALL THAT...CHINA AND RUSSIA ONLY HAVE TECHNOLOGY WE GAVE THEM. WETHER THEY STOLE IT OR NOT IS IRRELEVENT TO THE NARRATIVE OF TRUE INTELECTUAL POWER. BECAUSE IN THE END INTELECT IS POWER.,0.866,Positive
@LD350,2023-06-19T18:49:50Z,China has too many people dying off. They will degrade in population sooner than later.,-0.4404,Negative
@allenemersonn1227,2023-06-19T18:46:42Z,"Gratuitous Russia bashing...the guy has swallowed the USA, NATO, CIA, NSA, MSM line of massive Russian losses hook, line, and sinker.  Don't believe this for even one second.",-0.4019,Negative
@paulsenjohannes,2023-06-19T18:45:06Z,What a lot of bull dust. 😠,0.0,Neutral
@YugoSlaven,2023-06-19T18:44:23Z,Garbage,0.0,Neutral
@Wunderpus-photogenicus,2023-06-19T18:42:10Z,"It was a huge mistake that the US attempted to export ""democracy"", because this product the US was exporting is very defective and hypocritical in nature, and the world found out easily that this product was just a tool used to the US to strengthen its aspiration of hegemony.",-0.4323,Negative
@staygolden9264,2023-06-19T18:41:11Z,UPLOADED INFORMATION SUCCESFULLY. THANKYOU NARRATIVE BRAINWASH PROTOCOL FOR THE UPDATE.,0.0,Neutral
@vt1405,2023-06-19T18:40:36Z,Some is BS and western propaganda and lies,-0.5859,Negative
@sergyxyz,2023-06-19T18:39:26Z,This guy is a bit confused,-0.3182,Negative
@matthewfrueh5699,2023-06-19T18:34:17Z,This is the Weyland-Yutani Corporation dystopia we were warned about.,-0.2732,Negative
@stevenwilson3368,2023-06-19T18:32:50Z,What a hack. Can't even see that Ukraine is already toast. He fears the free exchange of information by calling it conspiracy theories or disinformation. Someone give me a break. Fade this doofus.,-0.4404,Negative
@KorathWright,2023-06-19T18:29:51Z,OMG.... the Chinese wanted to become Americans... this is painful. The title is interesting though,-0.0516,Negative
@anishdeshpande5566,2023-06-19T18:29:13Z,He looks like Stu,0.3612,Positive
@supersik440,2023-06-19T18:29:10Z,This man is ideologically zombie..and stupid...or at least not smart,-0.3089,Negative
@KorathWright,2023-06-19T18:28:39Z,"""The US didnt want to be the worlds policemen, etc""... seriously?",-0.2316,Negative
@captdrake3658,2023-06-19T18:26:23Z,"Total BS. THE SPEAKER KNOWS NOTHING!!!!  We are broke, our equipment doesn’t work.  We have a trillion dollar annual deficit in trade with China. Sow nuland is going to get us all killed.",-0.9036,Negative
@ChatGPT-dp3qe,2023-06-19T18:24:04Z,"It amazes me how West is taken in by Ukraine so called battlefield success. Take a look at Ukraine released videos about destroying Russian in battlefield, it is better than  movies produced by Hollywood and these videos are captured on quadcopter. I work and develop these machines and I have yet to produce such good videos.
So I am led to believe these videos are fake. Just like in Afghanistan, Americans want to win this war by fatigue at the expense of Ukrainian people.
There comes a point West will corner Russians and they will have to consider using Nuclear weapons and it may happen in European soil.",-0.3438,Negative
@josemas3606,2023-06-19T18:22:40Z,Kill you for what you have,-0.6908,Negative
@sonyjoseph5426,2023-06-19T18:22:08Z,"Those rare earth minerals and processing is dominated by china , no doubt",-0.5719,Negative
@ZackGreenberg,2023-06-19T18:19:16Z,Doesn't Web3 and decentralized media platforms prevent this outcome?? Literally what the EVM is built for,0.1179,Positive
@Farfar887,2023-06-19T18:17:57Z,"Humanity had the opportunity to share, to serve, to love, to say the truth, to work honestly … to choose the peace and harmony. But it failed! 
Corruption, greed and all kind of prejudices became “ normal” as human behavior! No one can trust anybody ! 
We abused religion, we abused the language, we abused the culture, we abused traditions…. We need to accept as it is and let the sum of our good knowledge take care of the situation on earth! Because we have NO FREEDOM today. It’s time to understand the need of one world, one country, one language, one world defense, one monetary union, … we are coming from and going to One Soul !",-0.6494,Negative
@shreysharma9653,2023-06-19T18:16:41Z,"Wow amazing, let call in a Liberal speaker, call him a political scientists and blame all liberal failure on social media technologies. XD TED Unsubscribed. TED is also an ECO Chamber now.",0.8143,Positive
@dipesh7844,2023-06-19T18:15:59Z,Bro how the f is he so delusional about everything....,0.0,Neutral
@SarbjeetJohal,2023-06-19T18:12:05Z,"Ian is right but he forgot to mention that everyone but China bends to big tech. Europe is trying to fight the big tech, but is unsuccessful, so far. US is mum on this issue because most of big tech comes from US. Make no mistakes about it, multinational corporations, many of which are big tech now, are NO ONE'S FRIEND!  --  Don't forget the greedy dance of Crypto punks and AI hunks.",-0.7935,Negative
@garymhamilton,2023-06-19T18:10:08Z,"Yes, global communications has disrupted governments, they no longer control information and propaganda. No, tech companies don’t rule disruption, instead they enable it and feed off it. Kudos to Bremmer for raising awareness of the issue, and putting forward his point of view on what it means for the future.",-0.2263,Negative
@nealgrant7727,2023-06-19T18:09:34Z,Sounds like somebody's been watching Ghost in the Shell :Stand Alone Complex,-0.2023,Negative
@jocosson8892,2023-06-19T18:09:21Z,"Benevolent America; not global Empire!
lol",0.3939,Positive
@VivekSinhaAnurag,2023-06-19T18:09:08Z,what a bullshit video,-0.5859,Negative
@dax9431,2023-06-19T18:06:47Z,China's decline is already well underway!   Digital..... maybe.,0.3382,Positive
@johnrothgeb5782,2023-06-19T18:05:58Z,"Are they democrats who support democratic institutions or do they prefer autocracy?

Interestingly, high-tech in the USA is only about 3% of the total workforce and just 9% of the US's GDP, but does hold outsized influence by controlling communications and data platforms.",0.4019,Positive
@YoDream52,2023-06-19T18:05:50Z,I thought he was going to say AI is the third world order.,0.0,Neutral
@kennethpao1355,2023-06-19T18:05:21Z,"Ian Bremmer talked about military security, commercial relationships and technology influences but did not touch on global finance and the role of the US dollar in controlling global finance.  Since the US growing use of financial sanctions and freezing foreign assets, there is a developing trend among the BRICS (up to 20 countries) countries seeking to develop global digital trading networks avoiding the use of the US dollar.  Technology will be harnessed to manage human commercial and military efforts.  It appears Ian Bremmer is still pushing Cold War 2.0 views.",-0.7391,Negative
@downbntout,2023-06-19T18:04:13Z,All the data they have mined will be deployed to eradicate Christianity.,0.0,Neutral
@konung5,2023-06-19T18:02:18Z,"Why … pause … so … much .

Thank YouTube for a speed up feature",0.4173,Positive
@jonathanrichter4256,2023-06-19T18:01:15Z,"I don't see any technology companies tearing us apart. Social media is damaging, but it's made much more damaging by the corruption of the teachers unions and major media outlets. Our schools have deprived our kids of their ability to think independently, or to problem solve. They made them into good little soldiers, who parrot memes. Millions of people use social media for good. Millions of people use the internet to expand their ability to learn beyond the PC nothingness they teach in most US schools. Technology is just a tool, like writing, or the wheel, or fire. It can be used for good or for evil. What our society needs to worry about is whether the kids we're raising today can compete on the world stage.",-0.5423,Negative
@michaelart4878,2023-06-19T17:57:34Z,"Our LORD, GOD and SAVIOUR did create the simplest fabric (H²O) to sustain all of life here on earth.
Just as the Jordan and the Euphrates are made of this fabric, so to also are the Bow and the ELbow.
🌱LIFE IS BUT A VAPOUR (H²O)🌹

HOLY BIBLE
Habakkuk 3:9
   Thy bow was made quite naked (bare),
according to the oaths of the tribes
(oaths were sworn over your arrows),
          even thy word,              Selah.
Thou didst cleave (divided) the earth
with rivers.

🙌ALLELUIA🙌
A-men' 🌿",0.3541,Positive
@LesterSuggs,2023-06-19T17:57:17Z,3000 rich men run this planet.,0.5574,Positive
@rickdalton1862,2023-06-19T17:56:45Z,Trump 2024!!! He'll keep those tech companies in order. Let's Go Brandon!,0.0,Neutral
@mariuszszewczyk2277,2023-06-19T17:55:11Z,We are screwed,-0.4939,Negative
@Sanjiv070,2023-06-19T17:54:28Z,thats so sustainable and indulging thanks for t,0.4404,Positive
@drifter9425,2023-06-19T17:54:11Z,TOTAL propaganda DO NOT believe it,-0.25,Negative
@Nineveh-bh4rs,2023-06-19T17:51:22Z,"this is fucking stupid 
its just a very good tool for what it provides, its not a global superpower. Its like calling a phone global superpower because it provides unprecedented communication capabilities.",0.25,Positive
@najmussakib6703,2023-06-19T17:44:50Z,WAW,0.0,Neutral
@t0n0k0,2023-06-19T17:43:30Z,"Russia despite it's corruption was integrated. wdym? 
This sole reason may be undermining The UN as organisation.
UN needed to be an institution from get go. Kick out rogue nations including founders.",-0.3612,Negative
@g_o_a_t315,2023-06-19T17:43:04Z,🌍Multipolar world 🌍,0.0,Neutral
@anjanadas2105,2023-06-19T17:41:31Z,"Russia did, send troops to Syria",0.0,Neutral
@tonytan6547,2023-06-19T17:41:29Z,"Haha,  a  lot  of  self  dillusion   n wishful thinking",0.4588,Positive
@waltp5798,2023-06-19T17:40:26Z,"The real problem with world leadership is the lack of integrity of the leaders.  All mankind is flawed. But some leaders have not fallen into corruption those leaders have never been honest They never had any integrity.
America in the early fifties and earlier was more honest because it was more Christian.  Since the 70s America has been influenced by evil more and more. 
Today we are almost a tool of Satan.  
That is the real reason there is no leadership in this world.  The countries that are now emerging are not Christian but pawns of Satan.  Therefore the world is going to be much more violent and unjust.  There will be less decency, morality, and honesty.",-0.9637,Negative
@schulerlukas2720,2023-06-19T17:38:12Z,Corporate capitalism + Mainstreammedia and WEF ,0.0,Neutral
@anjanadas2105,2023-06-19T17:38:04Z,I hear this guy on world affair in CNN sometimes and he is good,0.4404,Positive
@dominicsoore8967,2023-06-19T17:37:50Z,I love your insighful analysis,0.6369,Positive
@Qaleyahmaley,2023-06-19T17:35:24Z,Here comes Weyland Yutani corporation.,0.0,Neutral
@richardjoseph8532,2023-06-19T17:33:15Z,"I fully agree and yes, we have zero oversight over these people!",0.7226,Positive
@heatherhinde6544,2023-06-19T17:32:08Z,Perceptive and astute.,0.0,Neutral
@13tamaleslater,2023-06-19T17:30:18Z,"We are not gonna make it, I was hoping for an ice age or an asteroid",0.4215,Positive
@vivektripathi6053,2023-06-19T17:28:26Z,"whatever he is saying can be true but i have one more perspective of the global order. That is religious order.  With growing population of muslims in the world, any muslim country can be the leader in near future. It can be saudi or turkey or any other muslim nation. And maybe you dont know the islamic mentality, they just destroy everything that they dont like , be it technology or religion😅😅",-0.6668,Negative
@indiamylove4833,2023-06-19T17:28:17Z,China is nxt superpower,0.0,Neutral
@AzraeIX,2023-06-19T17:27:43Z,Hint: it’s the WEF and the Ministry of Truth,0.3182,Positive
@sdlager22,2023-06-19T17:27:01Z,This guy is blind. Typical of these kind of talks.,-0.4019,Negative
@lsantac,2023-06-19T17:26:48Z,"the tecnology will for sure dissolve all that is driven by egoic purposes in our society. It is the mechanics of life itself that wants to trive and that has the capacity to destroy all that is not align with its pure principles. Contries will end, empires, and all structures that cant be sustainable with life. Maybe the AIs will do the final part of this process in a global way.",-0.296,Negative
@george1737,2023-06-19T17:26:28Z,Hahahaha another dummmy propagadist speaking as of he decides,0.0,Neutral
@jeffthechristian3010,2023-06-19T17:25:47Z,"So long as we continue to consume internet content, the advertising will continue.",0.0,Neutral
@kathycoleman4648,2023-06-19T17:25:26Z,"In the 20th century we witnessed authoritarian regimes from fascist and communist dictators: Mousellini, Hitler, Stalin, Mao, Pol Pot, etc. In the 21st century we will likely see world governments be replaced or overseen by a technocracy that will include crap like Google, Facebook, Twitter, Amazon, and Apple. Pick your poison.",-0.7579,Negative
@maziar6796,2023-06-19T17:20:58Z,Very unnatural speech.,0.0,Neutral
@richardkhalife,2023-06-19T17:20:46Z,"""the United States increasingly didn't want to be the world's policeman""! Haha, big joke. How have they been acting since then! Ridiculous.",0.7061,Positive
@carson6811,2023-06-19T17:18:01Z,Dude talks exactly like Tucker Carlson,0.3612,Positive
@eoachan9304,2023-06-19T17:17:36Z,"Most amusing and also sad. A so called expert pushing the outdated China will become a global superpower myth in many sectors...totally ignoring the fact that China is fast collapsing into a fascist ethno-nationalist hermit kingdom(or kingdoms). Xi has concentrated all power unto himself and his underlings are terrified to bring any bad news to him, what could possibly go wrong? ;)",-0.9546,Negative
@maziar6796,2023-06-19T17:17:29Z,"You try to ignore the power of Iran, but it does not work for you. Try not to say a word about Iran, but you know well what is going on.",0.2263,Positive
@masonmax1000,2023-06-19T17:13:43Z,i think its funny how they show the red as communism yet china is still strongly communistic. just LOL,0.8192,Positive
@arvindjoshi512,2023-06-19T17:13:25Z,"When the USSR fell, it was very hard, almost impossible to infer that Radicalism and Terrorism might be one of the major issues the world might face...
Similarly in times that we live in today, AI driven model might seem the 3rd order which often is projected as influenced by capitalism...
However, History has a Iron rule that states the least expected rises with power and order...
So let's be careful about:- Gulf's shifting sands towards China, Iran's  increasingly threatening nuclear capabilities, Decline of Israel in terms of leadership, Inclination of African countries towards China and Russia, the Latin American Nations and their inexplicable loyalty...
There are far more complicated factors surfacing then only AI and chatbots...
And don't forget digital order in the end is only as powerful as you allow it to be...",-0.5367,Negative
@caprisuns1231,2023-06-19T17:12:37Z,I became dumber after watching this.,-0.3612,Negative
@nuvamusic,2023-06-19T17:09:42Z,"In short: we need more moderators and filters, more censorship. It cannot be 100% ""free speech"" when the majority is either garbage bs, hate speech, AI generated spam/trolls, fake news, misinformation, conspiracies, etc. When those content creators revenue depend on the sensationalism they cause (more # of clicks generated/viral = more money), with zero or even inverse correlation with the truthfulness, of course the ending result can be disastrous. This vicious cycle must be stopped. Stop rewarding garbage ""viral"" content, and start rewarding quality content. Only then we will be seeing a less idiotic generation.",-0.9338,Negative
@alexanderbreston9918,2023-06-19T17:01:47Z,Lucifer is boss of this world,0.0,Neutral
@cranedragon6411,2023-06-19T16:59:24Z,"I would argue that narrative superpowers have emerged - organisations which through a combination of digital, economic and government edict can assert anything they want to be the truth (as in the only truth) and suppress and censor alternative view points to such a degree that people can be made to believe utter falsities, such as the Janury 6th Insurrection and be minded to attack others who question any such ""certainties"". This speaker just demonstrated this!

The very act of indignation that is ignited in the bosoms of the ""disinformation tsars"" and the ""fact checkers"" bears testament to this. The very dystopian novels that tried to warn us have instead become a kind of operating manual - a compendium of procedures, systems, operations and guidelines.

""We'll know our disinformation program is complete when everything the American public believes is false"" - SOMEONE but Not Bill Casey.",-0.6979,Negative
@SaltLake180,2023-06-19T16:52:46Z,US an exporter of democracy? What a joke.,0.296,Positive
@MugwumpSupreme,2023-06-19T16:47:47Z,**plays Cyberpunk 2077 once**,0.0,Neutral
@bimbo-yw6ny,2023-06-19T16:46:27Z,"it's a wrong analysis, russia was integrated in the world stage economically and less politically, it's a european nationa by values, culture and integration. It's in decline demographically like all western countries, included japan and in someway china. Military spending cannot compare to the u.s.",0.2732,Positive
@dhurt_baba,2023-06-19T16:37:45Z,What he fears is US losing its importance.,-0.4404,Negative
@pedroalmeida4335,2023-06-19T16:36:09Z,"They used to criticize rappers. Rappers are like angels, babies, compared to these corporate types who dress and talk just like the rest of us and feed us wars, genocide, lies, misinformation, immorality. And we all want to work for them and their large companies!",-0.784,Negative
@heersareofficial8272,2023-06-19T16:35:16Z,Typical greedy old white men who thinks he’s the smartest guy and everyone else is dumb. Sanctions isn’t doing anything against Russia more over it is hurting nato members such as 🇩🇪 🇬🇧 😂,-0.5106,Negative
@faceconomicstv,2023-06-19T16:34:35Z,Read ALL about it via faceconomics (The utilization of the social media platform in economic development worldwide),0.0,Neutral
@danutasordyl7339,2023-06-19T16:32:11Z,society ? next generation probably will be known nothing about community or society,0.0,Neutral
@melodygn,2023-06-19T16:29:31Z,The techno leaders are OK woth that and won't do something...,0.4466,Positive
@danutasordyl7339,2023-06-19T16:29:09Z,"digital order is and will be product of Tech very few companies and human future is alredy serwdom for its and next will be serwdom for future being ""sofisticated reall AI""",0.0,Neutral
@danutasordyl7339,2023-06-19T16:26:36Z,tech companies count,0.0,Neutral
@veronicalogotheti1162,2023-06-19T16:26:35Z,United states doesn't have technology,0.4215,Positive
@veronicalogotheti1162,2023-06-19T16:26:07Z,"Νοrth Americans went to china
So thanks to them they are like this",0.6901,Positive
@danutasordyl7339,2023-06-19T16:23:06Z,"XXI century become century of gigantic internationnal supercompanies like Google, Facebook and Metaverse",0.3612,Positive
@hazldinho9910,2023-06-19T16:22:18Z,"Lost me at ""trucker riots""",-0.6808,Negative
@TotalChaos2,2023-06-19T16:21:54Z,It's actually the United States which is prolonging the Ukraine war. Believe it or not.,-0.2732,Negative
@masterp5902,2023-06-19T16:20:47Z,TED was once a great channel not this Geopolitics nonsense.,0.7475,Positive
@siddharthagrawal7568,2023-06-19T16:19:10Z,"ted talk should publish more information about the speaker then themselves in the description! The guy is passionate, but meh, AI controls the world.",0.2598,Positive
@nawnaw4709,2023-06-19T16:18:45Z,So many wrong assumptions...it's a ted Talk after all,-0.5233,Negative
@netric4011,2023-06-19T16:15:31Z,Excellent 👍,0.5719,Positive
@BEvans7,2023-06-19T16:14:52Z,Jesus Christ will be the next global superpower.,0.0,Neutral
@deviilaxmijsrinivas,2023-06-19T16:13:39Z,"Nuts....

No sense at all in saying Ukraine defended because of Technology... if that is so, Russians are more dominant in Technology... they are the global leaders in hacking... the actual fact is that Ukrainian Army is stronger in the ground and can give Russian Army their run for money... Instead of praising their Valor, the Speaker is rubbishing them... highly deplorable speech

Secondly he talks about creating Small Pox Virus as Technology... Oh dear that is Synthetic Biology...

I think anyone can pick up thrice mike and keep blabbering with the American accent in TED... there will be people to clap...

If America is the REAL Superpower they should have overpowered Russia by mooting UN Peace Keeping Force and saved Ukraine from thd ravages caused by the Power / War mongers... USA and Europe threatened with Sanctions and thought Russia may bow down but forgot that Russia has stronger friends than the USA 

USA however is happy that the threat of War can help their economy boom by selling arms and ammunitions... the USA has displayed cowardice than ever before 

The future will witness altogether gigantic leap for the human race and this so-called Great TED speaker can never envision such a great thing coming...

Give me the opportunity TED... I'll give a great presentation on the emerging global order... I mean it",0.8812,Positive
@ayatahm9987,2023-06-19T16:12:56Z,Usurer runs the world,0.0,Neutral
@elekkr,2023-06-19T16:12:41Z,I have seen this guy before his ideas on world population were a total bunk . Now this one is another bunk . Who lets this guy on a stage ?!  Ridiculous 😮,-0.4199,Negative
@musashi4856,2023-06-19T16:09:24Z,This is propaganda....,0.0,Neutral
@georgeluke6382,2023-06-19T16:05:38Z,"Manipulation of masses is bad, but the solution is repentance over fear of man, trusting in Christ, and then a commitment to thoughtful individual and local self-governance, and common good, historically American, biblically shaped, and informed good politics, over simply being a materialistic cog willing to be brainwashed by your social media feed. 

This kind of analysis is TED talk popular, not really human. It doesn't deal with humans as we are: actors that responsively interact with technology depending on the kind of culture with which we use a tool. 

And it doesn't point out that Donald Trump speaking without a filter, is less important than the psy-op brainwashing of TikTok for sexuality to break down our society and cause class tensions, or the shutting down of Hunter Biden laptop theories when they would've made a difference for independents during our last election.",0.9102,Positive
@glorycalling6053,2023-06-19T16:02:55Z,Ashkenazi oligarchy are loosing their empire of 400 years,0.0,Neutral
@charleslueker2597,2023-06-19T15:55:26Z,"Conspiracy theories? Really?! What about the censorship of real medical information from actual doctors and experts in their fields over the last three years? This guy is showing that he is on board with the big media, he's just a tool for them deflecting.",-0.6407,Negative
@ptahaha,2023-06-19T15:53:59Z,"imagine if over 90% of the web wasn't inaccessible, technology companies. imagine if you hadn't lost the control plane because you chased profit than conceptual integrity, as you buzzworded dr. roy fielding's dissertation to death? i'm loud? you can be dismissed.",0.4445,Positive
@wimlaskila6374,2023-06-19T15:50:51Z,"Energy should be Free ! because thieving oil companies are subsidized by government with hard working tax payers money,  Energy companies are selling tax payers money produced Energy back to the working people at high price ( working people robbed  twice ), making huge profits at",0.9134,Positive
@TheKeyPez,2023-06-19T15:50:18Z,In other words: a potential Deus Ex Society/Future in real life?,0.0,Neutral
@DavidAusman,2023-06-19T15:50:04Z,The only way to control these corporations (and all corporations function with a dictator structure as opposed to a government structure)) is to set up a regulatory agency to monitor them and quarterly regulate them. A current example of this in America are the power companies.  They function as independent corporations but they cannot raise rates or even profit levels  without permission from the state  and local power regulatory commissions.  That is because there is a need for some types of monopolistic businesses in a nation for efficiency purposes and this is how America decided to handle that issue without setting up a national power agency.,0.7964,Positive
@peterjohan6183,2023-06-19T15:50:04Z,"The WEF and the WHO are the new powers of the world.
They will rule the world like dictators and kill millions of people.
So resist against vaccination passport, limiting of freedom & democratic rights and against the technology that is increasingly dominating our lives.",-0.0516,Negative
@michaelhicks3030,2023-06-19T15:47:58Z,We do not have a speaker of any note or intelligence.,0.4767,Positive
@bonkersblock,2023-06-19T15:46:30Z,China will NOT be the biggest market in the world by 2030! Ian Brimmer is smart but a little naively smart!,0.717,Positive
@anirbanbhaduri3780,2023-06-19T15:45:12Z,Russia running out of missile....who told this guy...,0.0,Neutral
@stephenc6955,2023-06-19T15:30:15Z,Terrible presentation. Just a whole bunch of disjointed fragments of information.,-0.6597,Negative
@shivuxdux7478,2023-06-19T15:27:31Z,"Jesus that was painful to watch and listen to.  I can’t believe I wasted 14+ minutes of my life waiting for this man to say something interesting, as he just regurgitates the most basic and blindingly obvious geopolitics talking points, stretched out like he’s talking to a damn five-year-old.  This whole talk could have been a single mediocre tweet.",-0.5574,Negative
@cleonii,2023-06-19T15:27:04Z,"trucker ""riots"" in ottawa? interesting.",0.4019,Positive
@anthonymcdonald9946,2023-06-19T15:21:26Z,"Yep, tech companies are what made all of Ted's audience think Jan 6th was a riot, and that v's actually will stop a virus, and that orange man bad and laptop, foreign bribery just conspiracy. Because you are stupid and they know it",-0.9313,Negative
@1337fraggzb00N,2023-06-19T15:21:20Z,I thought it finally would be Germany... you know... the third time the charm.,0.4019,Positive
@sagarjadhav6568,2023-06-19T15:20:13Z,"The USA was and always will be a principal imposer of self Interests on other nations for either monetary profit and/or influence.
Whether by Political interference or Bombing.",0.5994,Positive
@veedeekay5610,2023-06-19T15:19:44Z,"""Nature and nurture... and algorithm"" - damn.",-0.4019,Negative
@pushpgarg5636,2023-06-19T15:16:43Z,US does not want to do moral policing  trade architects its funny its blantant lies. Daily white house is worrying olabout losing us hegemony and how to preserve it,-0.6276,Negative
@teamextremepk,2023-06-19T15:10:30Z,"My bro needa to learn his history. He said if you are older than 45 you grew up in a time after the soviet union collapsed. The soviet union collapsed in 1991. That would mean if you are 31 and older you would have been born after the collapse, not 45😭 Mans was off by 14 years in an event thay happened 31 years ago and nobody has pointed it out yet💀I'm losing faith in humanity rn.",-0.7351,Negative
@gautammandhian4441,2023-06-19T15:09:06Z,"It looks like Brenner's job is to peddle the same old narratives that have brought the world to the edge of chaos! He offers no solutions but tells you that algorithms are inevitable and there is no other choice but to submit to technology companies. Well I just want to say, if you live in the US there is certainly no choice because the establishment is keen on pushing these tech companies toward control and entrenchment. Much like Orwell drew in his roadmap.",0.7609,Positive
